PRODUCTO,COLOR,GENERO,PRODUCTO_BASE64,PRODUCTOS_BASE64
57001038,85,A,IHsgImMiOiAiODUiLCAiZyI6ICJBIiwgImkiOiAiNTcwMDEwMzgifSA=,IFsgeyAiYyI6ICI4NSIsICJpIjogIjU3MDAxMDM4In0gXSA=
57001038,01,A,IHsgImMiOiAiMDEiLCAiZyI6ICJBIiwgImkiOiAiNTcwMDEwMzgifSA=,IFsgeyAiYyI6ICIwMSIsICJpIjogIjU3MDAxMDM4In0gXSA=
57001037,01,A,IHsgImMiOiAiMDEiLCAiZyI6ICJBIiwgImkiOiAiNTcwMDEwMzcifSA=,IFsgeyAiYyI6ICIwMSIsICJpIjogIjU3MDAxMDM3In0gXSA=
57001036,52,A,IHsgImMiOiAiNTIiLCAiZyI6ICJBIiwgImkiOiAiNTcwMDEwMzYifSA=,IFsgeyAiYyI6ICI1MiIsICJpIjogIjU3MDAxMDM2In0gXSA=
57001036,01,A,IHsgImMiOiAiMDEiLCAiZyI6ICJBIiwgImkiOiAiNTcwMDEwMzYifSA=,IFsgeyAiYyI6ICIwMSIsICJpIjogIjU3MDAxMDM2In0gXSA=
57001035,01,A,IHsgImMiOiAiMDEiLCAiZyI6ICJBIiwgImkiOiAiNTcwMDEwMzUifSA=,IFsgeyAiYyI6ICIwMSIsICJpIjogIjU3MDAxMDM1In0gXSA=
57001035,50,A,IHsgImMiOiAiNTAiLCAiZyI6ICJBIiwgImkiOiAiNTcwMDEwMzUifSA=,IFsgeyAiYyI6ICI1MCIsICJpIjogIjU3MDAxMDM1In0gXSA=
57001034,37,D,IHsgImMiOiAiMzciLCAiZyI6ICJEIiwgImkiOiAiNTcwMDEwMzQifSA=,IFsgeyAiYyI6ICIzNyIsICJpIjogIjU3MDAxMDM0In0gXSA=
57001034,53,D,IHsgImMiOiAiNTMiLCAiZyI6ICJEIiwgImkiOiAiNTcwMDEwMzQifSA=,IFsgeyAiYyI6ICI1MyIsICJpIjogIjU3MDAxMDM0In0gXSA=
57001034,08,D,IHsgImMiOiAiMDgiLCAiZyI6ICJEIiwgImkiOiAiNTcwMDEwMzQifSA=,IFsgeyAiYyI6ICIwOCIsICJpIjogIjU3MDAxMDM0In0gXSA=
57001034,56,D,IHsgImMiOiAiNTYiLCAiZyI6ICJEIiwgImkiOiAiNTcwMDEwMzQifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDAxMDM0In0gXSA=
57001033,53,O,IHsgImMiOiAiNTMiLCAiZyI6ICJPIiwgImkiOiAiNTcwMDEwMzMifSA=,IFsgeyAiYyI6ICI1MyIsICJpIjogIjU3MDAxMDMzIn0gXSA=
57001033,56,O,IHsgImMiOiAiNTYiLCAiZyI6ICJPIiwgImkiOiAiNTcwMDEwMzMifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDAxMDMzIn0gXSA=
57001033,37,O,IHsgImMiOiAiMzciLCAiZyI6ICJPIiwgImkiOiAiNTcwMDEwMzMifSA=,IFsgeyAiYyI6ICIzNyIsICJpIjogIjU3MDAxMDMzIn0gXSA=
57001033,95,O,IHsgImMiOiAiOTUiLCAiZyI6ICJPIiwgImkiOiAiNTcwMDEwMzMifSA=,IFsgeyAiYyI6ICI5NSIsICJpIjogIjU3MDAxMDMzIn0gXSA=
57001033,08,O,IHsgImMiOiAiMDgiLCAiZyI6ICJPIiwgImkiOiAiNTcwMDEwMzMifSA=,IFsgeyAiYyI6ICIwOCIsICJpIjogIjU3MDAxMDMzIn0gXSA=
57001030,01,M,IHsgImMiOiAiMDEiLCAiZyI6ICJNIiwgImkiOiAiNTcwMDEwMzAifSA=,IFsgeyAiYyI6ICIwMSIsICJpIjogIjU3MDAxMDMwIn0gXSA=
57001027,14,M,IHsgImMiOiAiMTQiLCAiZyI6ICJNIiwgImkiOiAiNTcwMDEwMjcifSA=,IFsgeyAiYyI6ICIxNCIsICJpIjogIjU3MDAxMDI3In0gXSA=
57001026,02,M,IHsgImMiOiAiMDIiLCAiZyI6ICJNIiwgImkiOiAiNTcwMDEwMjYifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjU3MDAxMDI2In0gXSA=
57001026,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwMDEwMjYifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDAxMDI2In0gXSA=
57001014,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwMDEwMTQifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDAxMDE0In0gXSA=
57001013,05,M,IHsgImMiOiAiMDUiLCAiZyI6ICJNIiwgImkiOiAiNTcwMDEwMTMifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDAxMDEzIn0gXSA=
57001008,05,M,IHsgImMiOiAiMDUiLCAiZyI6ICJNIiwgImkiOiAiNTcwMDEwMDgifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDAxMDA4In0gXSA=
57001007,28,M,IHsgImMiOiAiMjgiLCAiZyI6ICJNIiwgImkiOiAiNTcwMDEwMDcifSA=,IFsgeyAiYyI6ICIyOCIsICJpIjogIjU3MDAxMDA3In0gXSA=
57001007,05,M,IHsgImMiOiAiMDUiLCAiZyI6ICJNIiwgImkiOiAiNTcwMDEwMDcifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDAxMDA3In0gXSA=
57001004,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwMDEwMDQifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDAxMDA0In0gXSA=
57000961,01,Q,IHsgImMiOiAiMDEiLCAiZyI6ICJRIiwgImkiOiAiNTcwMDA5NjEifSA=,IFsgeyAiYyI6ICIwMSIsICJpIjogIjU3MDAwOTYxIn0gXSA=
57000959,01,Q,IHsgImMiOiAiMDEiLCAiZyI6ICJRIiwgImkiOiAiNTcwMDA5NTkifSA=,IFsgeyAiYyI6ICIwMSIsICJpIjogIjU3MDAwOTU5In0gXSA=
57000958,PL,Q,IHsgImMiOiAiUEwiLCAiZyI6ICJRIiwgImkiOiAiNTcwMDA5NTgifSA=,IFsgeyAiYyI6ICJQTCIsICJpIjogIjU3MDAwOTU4In0gXSA=
57000957,OR,Q,IHsgImMiOiAiT1IiLCAiZyI6ICJRIiwgImkiOiAiNTcwMDA5NTcifSA=,IFsgeyAiYyI6ICJPUiIsICJpIjogIjU3MDAwOTU3In0gXSA=
57000956,99,Q,IHsgImMiOiAiOTkiLCAiZyI6ICJRIiwgImkiOiAiNTcwMDA5NTYifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDAwOTU2In0gXSA=
57000955,CU,H,IHsgImMiOiAiQ1UiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA5NTUifSA=,IFsgeyAiYyI6ICJDVSIsICJpIjogIjU3MDAwOTU1In0gXSA=
57000954,30,U,IHsgImMiOiAiMzAiLCAiZyI6ICJVIiwgImkiOiAiNTcwMDA5NTQifSA=,IFsgeyAiYyI6ICIzMCIsICJpIjogIjU3MDAwOTU0In0gXSA=
57000953,30,U,IHsgImMiOiAiMzAiLCAiZyI6ICJVIiwgImkiOiAiNTcwMDA5NTMifSA=,IFsgeyAiYyI6ICIzMCIsICJpIjogIjU3MDAwOTUzIn0gXSA=
57000952,30,U,IHsgImMiOiAiMzAiLCAiZyI6ICJVIiwgImkiOiAiNTcwMDA5NTIifSA=,IFsgeyAiYyI6ICIzMCIsICJpIjogIjU3MDAwOTUyIn0gXSA=
57000951,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA5NTEifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDAwOTUxIn0gXSA=
57000950,40,Q,IHsgImMiOiAiNDAiLCAiZyI6ICJRIiwgImkiOiAiNTcwMDA5NTAifSA=,IFsgeyAiYyI6ICI0MCIsICJpIjogIjU3MDAwOTUwIn0gXSA=
57000929,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA5MjkifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDAwOTI5In0gXSA=
57000925,TC,Q,IHsgImMiOiAiVEMiLCAiZyI6ICJRIiwgImkiOiAiNTcwMDA5MjUifSA=,IFsgeyAiYyI6ICJUQyIsICJpIjogIjU3MDAwOTI1In0gXSA=
57000900,01,M,IHsgImMiOiAiMDEiLCAiZyI6ICJNIiwgImkiOiAiNTcwMDA5MDAifSA=,IFsgeyAiYyI6ICIwMSIsICJpIjogIjU3MDAwOTAwIn0gXSA=
57000898,02,Q,IHsgImMiOiAiMDIiLCAiZyI6ICJRIiwgImkiOiAiNTcwMDA4OTgifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjU3MDAwODk4In0gXSA=
57000871,05,Q,IHsgImMiOiAiMDUiLCAiZyI6ICJRIiwgImkiOiAiNTcwMDA4NzEifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDAwODcxIn0gXSA=
57000866,92,H,IHsgImMiOiAiOTIiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA4NjYifSA=,IFsgeyAiYyI6ICI5MiIsICJpIjogIjU3MDAwODY2In0gXSA=
57000861,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA4NjEifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDAwODYxIn0gXSA=
57000859,91,H,IHsgImMiOiAiOTEiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA4NTkifSA=,IFsgeyAiYyI6ICI5MSIsICJpIjogIjU3MDAwODU5In0gXSA=
57000857,37,H,IHsgImMiOiAiMzciLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA4NTcifSA=,IFsgeyAiYyI6ICIzNyIsICJpIjogIjU3MDAwODU3In0gXSA=
57000855,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA4NTUifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDAwODU1In0gXSA=
57000853,99,H,IHsgImMiOiAiOTkiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA4NTMifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDAwODUzIn0gXSA=
57000851,99,H,IHsgImMiOiAiOTkiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA4NTEifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDAwODUxIn0gXSA=
57000847,99,H,IHsgImMiOiAiOTkiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA4NDcifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDAwODQ3In0gXSA=
57000846,69,D,IHsgImMiOiAiNjkiLCAiZyI6ICJEIiwgImkiOiAiNTcwMDA4NDYifSA=,IFsgeyAiYyI6ICI2OSIsICJpIjogIjU3MDAwODQ2In0gXSA=
57000846,02,D,IHsgImMiOiAiMDIiLCAiZyI6ICJEIiwgImkiOiAiNTcwMDA4NDYifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjU3MDAwODQ2In0gXSA=
57000845,45,D,IHsgImMiOiAiNDUiLCAiZyI6ICJEIiwgImkiOiAiNTcwMDA4NDUifSA=,IFsgeyAiYyI6ICI0NSIsICJpIjogIjU3MDAwODQ1In0gXSA=
57000834,99,H,IHsgImMiOiAiOTkiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA4MzQifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDAwODM0In0gXSA=
57000833,99,H,IHsgImMiOiAiOTkiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA4MzMifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDAwODMzIn0gXSA=
57000812,05,M,IHsgImMiOiAiMDUiLCAiZyI6ICJNIiwgImkiOiAiNTcwMDA4MTIifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDAwODEyIn0gXSA=
57000812,92,M,IHsgImMiOiAiOTIiLCAiZyI6ICJNIiwgImkiOiAiNTcwMDA4MTIifSA=,IFsgeyAiYyI6ICI5MiIsICJpIjogIjU3MDAwODEyIn0gXSA=
57000786,52,H,IHsgImMiOiAiNTIiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA3ODYifSA=,IFsgeyAiYyI6ICI1MiIsICJpIjogIjU3MDAwNzg2In0gXSA=
57000784,99,Q,IHsgImMiOiAiOTkiLCAiZyI6ICJRIiwgImkiOiAiNTcwMDA3ODQifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDAwNzg0In0gXSA=
57000781,30,H,IHsgImMiOiAiMzAiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA3ODEifSA=,IFsgeyAiYyI6ICIzMCIsICJpIjogIjU3MDAwNzgxIn0gXSA=
57000781,02,H,IHsgImMiOiAiMDIiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA3ODEifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjU3MDAwNzgxIn0gXSA=
57000781,51,H,IHsgImMiOiAiNTEiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA3ODEifSA=,IFsgeyAiYyI6ICI1MSIsICJpIjogIjU3MDAwNzgxIn0gXSA=
57000779,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA3NzkifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDAwNzc5In0gXSA=
57000778,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA3NzgifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDAwNzc4In0gXSA=
57000778,03,H,IHsgImMiOiAiMDMiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA3NzgifSA=,IFsgeyAiYyI6ICIwMyIsICJpIjogIjU3MDAwNzc4In0gXSA=
57000778,35,H,IHsgImMiOiAiMzUiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA3NzgifSA=,IFsgeyAiYyI6ICIzNSIsICJpIjogIjU3MDAwNzc4In0gXSA=
57000777,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA3NzcifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDAwNzc3In0gXSA=
57000777,83,H,IHsgImMiOiAiODMiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA3NzcifSA=,IFsgeyAiYyI6ICI4MyIsICJpIjogIjU3MDAwNzc3In0gXSA=
57000777,49,H,IHsgImMiOiAiNDkiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA3NzcifSA=,IFsgeyAiYyI6ICI0OSIsICJpIjogIjU3MDAwNzc3In0gXSA=
57000777,02,H,IHsgImMiOiAiMDIiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA3NzcifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjU3MDAwNzc3In0gXSA=
57000776,05,H,IHsgImMiOiAiMDUiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA3NzYifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDAwNzc2In0gXSA=
57000776,19,H,IHsgImMiOiAiMTkiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA3NzYifSA=,IFsgeyAiYyI6ICIxOSIsICJpIjogIjU3MDAwNzc2In0gXSA=
57000776,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA3NzYifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDAwNzc2In0gXSA=
57000771,07,H,IHsgImMiOiAiMDciLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA3NzEifSA=,IFsgeyAiYyI6ICIwNyIsICJpIjogIjU3MDAwNzcxIn0gXSA=
57000771,91,H,IHsgImMiOiAiOTEiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA3NzEifSA=,IFsgeyAiYyI6ICI5MSIsICJpIjogIjU3MDAwNzcxIn0gXSA=
57000771,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA3NzEifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDAwNzcxIn0gXSA=
57000769,08,M,IHsgImMiOiAiMDgiLCAiZyI6ICJNIiwgImkiOiAiNTcwMDA3NjkifSA=,IFsgeyAiYyI6ICIwOCIsICJpIjogIjU3MDAwNzY5In0gXSA=
57000760,01,D,IHsgImMiOiAiMDEiLCAiZyI6ICJEIiwgImkiOiAiNTcwMDA3NjAifSA=,IFsgeyAiYyI6ICIwMSIsICJpIjogIjU3MDAwNzYwIn0gXSA=
57000760,50,D,IHsgImMiOiAiNTAiLCAiZyI6ICJEIiwgImkiOiAiNTcwMDA3NjAifSA=,IFsgeyAiYyI6ICI1MCIsICJpIjogIjU3MDAwNzYwIn0gXSA=
57000712,01,H,IHsgImMiOiAiMDEiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA3MTIifSA=,IFsgeyAiYyI6ICIwMSIsICJpIjogIjU3MDAwNzEyIn0gXSA=
57000675,01,H,IHsgImMiOiAiMDEiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA2NzUifSA=,IFsgeyAiYyI6ICIwMSIsICJpIjogIjU3MDAwNjc1In0gXSA=
57000654,99,H,IHsgImMiOiAiOTkiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA2NTQifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDAwNjU0In0gXSA=
57000653,99,H,IHsgImMiOiAiOTkiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA2NTMifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDAwNjUzIn0gXSA=
57000651,PL,H,IHsgImMiOiAiUEwiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA2NTEifSA=,IFsgeyAiYyI6ICJQTCIsICJpIjogIjU3MDAwNjUxIn0gXSA=
57000650,PL,H,IHsgImMiOiAiUEwiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA2NTAifSA=,IFsgeyAiYyI6ICJQTCIsICJpIjogIjU3MDAwNjUwIn0gXSA=
57000580,30,M,IHsgImMiOiAiMzAiLCAiZyI6ICJNIiwgImkiOiAiNTcwMDA1ODAifSA=,IFsgeyAiYyI6ICIzMCIsICJpIjogIjU3MDAwNTgwIn0gXSA=
57000580,05,M,IHsgImMiOiAiMDUiLCAiZyI6ICJNIiwgImkiOiAiNTcwMDA1ODAifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDAwNTgwIn0gXSA=
57000579,50,H,IHsgImMiOiAiNTAiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA1NzkifSA=,IFsgeyAiYyI6ICI1MCIsICJpIjogIjU3MDAwNTc5In0gXSA=
57000577,01,H,IHsgImMiOiAiMDEiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA1NzcifSA=,IFsgeyAiYyI6ICIwMSIsICJpIjogIjU3MDAwNTc3In0gXSA=
57000575,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA1NzUifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDAwNTc1In0gXSA=
57000575,01,H,IHsgImMiOiAiMDEiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA1NzUifSA=,IFsgeyAiYyI6ICIwMSIsICJpIjogIjU3MDAwNTc1In0gXSA=
57000575,85,H,IHsgImMiOiAiODUiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA1NzUifSA=,IFsgeyAiYyI6ICI4NSIsICJpIjogIjU3MDAwNTc1In0gXSA=
57000570,05,H,IHsgImMiOiAiMDUiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA1NzAifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDAwNTcwIn0gXSA=
57000570,99,H,IHsgImMiOiAiOTkiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA1NzAifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDAwNTcwIn0gXSA=
57000570,31,H,IHsgImMiOiAiMzEiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA1NzAifSA=,IFsgeyAiYyI6ICIzMSIsICJpIjogIjU3MDAwNTcwIn0gXSA=
57000570,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA1NzAifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDAwNTcwIn0gXSA=
57000570,01,H,IHsgImMiOiAiMDEiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA1NzAifSA=,IFsgeyAiYyI6ICIwMSIsICJpIjogIjU3MDAwNTcwIn0gXSA=
57000567,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA1NjcifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDAwNTY3In0gXSA=
57000565,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA1NjUifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDAwNTY1In0gXSA=
57000565,87,H,IHsgImMiOiAiODciLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA1NjUifSA=,IFsgeyAiYyI6ICI4NyIsICJpIjogIjU3MDAwNTY1In0gXSA=
57000565,01,H,IHsgImMiOiAiMDEiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA1NjUifSA=,IFsgeyAiYyI6ICIwMSIsICJpIjogIjU3MDAwNTY1In0gXSA=
57000564,37,H,IHsgImMiOiAiMzciLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA1NjQifSA=,IFsgeyAiYyI6ICIzNyIsICJpIjogIjU3MDAwNTY0In0gXSA=
57000564,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA1NjQifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDAwNTY0In0gXSA=
57000563,95,H,IHsgImMiOiAiOTUiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA1NjMifSA=,IFsgeyAiYyI6ICI5NSIsICJpIjogIjU3MDAwNTYzIn0gXSA=
57000556,01,H,IHsgImMiOiAiMDEiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA1NTYifSA=,IFsgeyAiYyI6ICIwMSIsICJpIjogIjU3MDAwNTU2In0gXSA=
57000553,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA1NTMifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDAwNTUzIn0gXSA=
57000552,54,H,IHsgImMiOiAiNTQiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA1NTIifSA=,IFsgeyAiYyI6ICI1NCIsICJpIjogIjU3MDAwNTUyIn0gXSA=
57000551,08,H,IHsgImMiOiAiMDgiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA1NTEifSA=,IFsgeyAiYyI6ICIwOCIsICJpIjogIjU3MDAwNTUxIn0gXSA=
57000550,92,H,IHsgImMiOiAiOTIiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA1NTAifSA=,IFsgeyAiYyI6ICI5MiIsICJpIjogIjU3MDAwNTUwIn0gXSA=
57000494,80,M,IHsgImMiOiAiODAiLCAiZyI6ICJNIiwgImkiOiAiNTcwMDA0OTQifSA=,IFsgeyAiYyI6ICI4MCIsICJpIjogIjU3MDAwNDk0In0gXSA=
57000494,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwMDA0OTQifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDAwNDk0In0gXSA=
57000474,45,A,IHsgImMiOiAiNDUiLCAiZyI6ICJBIiwgImkiOiAiNTcwMDA0NzQifSA=,IFsgeyAiYyI6ICI0NSIsICJpIjogIjU3MDAwNDc0In0gXSA=
57000460,95,Q,IHsgImMiOiAiOTUiLCAiZyI6ICJRIiwgImkiOiAiNTcwMDA0NjAifSA=,IFsgeyAiYyI6ICI5NSIsICJpIjogIjU3MDAwNDYwIn0gXSA=
57000458,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwMDA0NTgifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDAwNDU4In0gXSA=
57000455,88,M,IHsgImMiOiAiODgiLCAiZyI6ICJNIiwgImkiOiAiNTcwMDA0NTUifSA=,IFsgeyAiYyI6ICI4OCIsICJpIjogIjU3MDAwNDU1In0gXSA=
57000452,02,D,IHsgImMiOiAiMDIiLCAiZyI6ICJEIiwgImkiOiAiNTcwMDA0NTIifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjU3MDAwNDUyIn0gXSA=
57000451,07,M,IHsgImMiOiAiMDciLCAiZyI6ICJNIiwgImkiOiAiNTcwMDA0NTEifSA=,IFsgeyAiYyI6ICIwNyIsICJpIjogIjU3MDAwNDUxIn0gXSA=
57000445,08,H,IHsgImMiOiAiMDgiLCAiZyI6ICJIIiwgImkiOiAiNTcwMDA0NDUifSA=,IFsgeyAiYyI6ICIwOCIsICJpIjogIjU3MDAwNDQ1In0gXSA=
57000442,CU,M,IHsgImMiOiAiQ1UiLCAiZyI6ICJNIiwgImkiOiAiNTcwMDA0NDIifSA=,IFsgeyAiYyI6ICJDVSIsICJpIjogIjU3MDAwNDQyIn0gXSA=
57000441,59,Q,IHsgImMiOiAiNTkiLCAiZyI6ICJRIiwgImkiOiAiNTcwMDA0NDEifSA=,IFsgeyAiYyI6ICI1OSIsICJpIjogIjU3MDAwNDQxIn0gXSA=
57000441,02,Q,IHsgImMiOiAiMDIiLCAiZyI6ICJRIiwgImkiOiAiNTcwMDA0NDEifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjU3MDAwNDQxIn0gXSA=
57000440,52,M,IHsgImMiOiAiNTIiLCAiZyI6ICJNIiwgImkiOiAiNTcwMDA0NDAifSA=,IFsgeyAiYyI6ICI1MiIsICJpIjogIjU3MDAwNDQwIn0gXSA=
57000439,43,M,IHsgImMiOiAiNDMiLCAiZyI6ICJNIiwgImkiOiAiNTcwMDA0MzkifSA=,IFsgeyAiYyI6ICI0MyIsICJpIjogIjU3MDAwNDM5In0gXSA=
57000436,85,A,IHsgImMiOiAiODUiLCAiZyI6ICJBIiwgImkiOiAiNTcwMDA0MzYifSA=,IFsgeyAiYyI6ICI4NSIsICJpIjogIjU3MDAwNDM2In0gXSA=
57000435,43,M,IHsgImMiOiAiNDMiLCAiZyI6ICJNIiwgImkiOiAiNTcwMDA0MzUifSA=,IFsgeyAiYyI6ICI0MyIsICJpIjogIjU3MDAwNDM1In0gXSA=
57000431,15,M,IHsgImMiOiAiMTUiLCAiZyI6ICJNIiwgImkiOiAiNTcwMDA0MzEifSA=,IFsgeyAiYyI6ICIxNSIsICJpIjogIjU3MDAwNDMxIn0gXSA=
57000431,01,M,IHsgImMiOiAiMDEiLCAiZyI6ICJNIiwgImkiOiAiNTcwMDA0MzEifSA=,IFsgeyAiYyI6ICIwMSIsICJpIjogIjU3MDAwNDMxIn0gXSA=
57000429,05,E,IHsgImMiOiAiMDUiLCAiZyI6ICJFIiwgImkiOiAiNTcwMDA0MjkifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDAwNDI5In0gXSA=
